cell	bio_celltype
22553	(7) Artrial cardiomyocytes
22554	(12) Cardiomyocytes
22555	(12) Cardiomyocytes
22556	(0) Capillary endothelium
22559	(12) Cardiomyocytes
22560	(12) Cardiomyocytes
22561	(8) Fibroblast-like (outflow tract & valve related)
22562	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22563	(0) Capillary endothelium
22564	(7) Artrial cardiomyocytes
22565	(10) Endothelium/ pericytes/ adventia
22566	(7) Artrial cardiomyocytes
22567	(8) Fibroblast-like (outflow tract & valve related)
22568	(7) Artrial cardiomyocytes
22570	(12) Cardiomyocytes
22572	(0) Capillary endothelium
22573	(12) Cardiomyocytes
22574	(1) Ventricular cardiomyocytes
22577	(12) Cardiomyocytes
22578	(1) Ventricular cardiomyocytes
22579	(12) Cardiomyocytes
22580	(0) Capillary endothelium
22581	(12) Cardiomyocytes
22582	(8) Fibroblast-like (outflow tract & valve related)
22583	(12) Cardiomyocytes
22585	(7) Artrial cardiomyocytes
22586	(7) Artrial cardiomyocytes
22587	(12) Cardiomyocytes
22589	(7) Artrial cardiomyocytes
22590	(12) Cardiomyocytes
22591	(12) Cardiomyocytes
22592	(12) Cardiomyocytes
22593	(12) Cardiomyocytes
22594	(1) Ventricular cardiomyocytes
22597	(12) Cardiomyocytes
22601	(12) Cardiomyocytes
22602	(7) Artrial cardiomyocytes
22603	(12) Cardiomyocytes
22604	(7) Artrial cardiomyocytes
22605	(1) Ventricular cardiomyocytes
22608	(0) Capillary endothelium
22609	(12) Cardiomyocytes
22610	(0) Capillary endothelium
22612	(0) Capillary endothelium
22613	(10) Endothelium/ pericytes/ adventia
22614	(7) Artrial cardiomyocytes
22616	(7) Artrial cardiomyocytes
22617	(12) Cardiomyocytes
22618	(1) Ventricular cardiomyocytes
22619	(10) Endothelium/ pericytes/ adventia
22620	(1) Ventricular cardiomyocytes
22621	(0) Capillary endothelium
22622	(12) Cardiomyocytes
22623	(0) Capillary endothelium
22626	(7) Artrial cardiomyocytes
22627	(12) Cardiomyocytes
22628	(1) Ventricular cardiomyocytes
22629	(12) Cardiomyocytes
22630	(12) Cardiomyocytes
22633	(12) Cardiomyocytes
22636	(12) Cardiomyocytes
22639	(12) Cardiomyocytes
22640	(0) Capillary endothelium
22642	(7) Artrial cardiomyocytes
22643	(0) Capillary endothelium
22644	(10) Endothelium/ pericytes/ adventia
22645	(7) Artrial cardiomyocytes
22646	(10) Endothelium/ pericytes/ adventia
22648	(0) Capillary endothelium
22650	(12) Cardiomyocytes
22652	(12) Cardiomyocytes
22653	(12) Cardiomyocytes
22654	(8) Fibroblast-like (outflow tract & valve related)
22656	(12) Cardiomyocytes
22657	(12) Cardiomyocytes
22658	(7) Artrial cardiomyocytes
22659	(7) Artrial cardiomyocytes
22661	(1) Ventricular cardiomyocytes
22662	(0) Capillary endothelium
22663	(12) Cardiomyocytes
22664	(0) Capillary endothelium
22665	(8) Fibroblast-like (outflow tract & valve related)
22666	(0) Capillary endothelium
22667	(12) Cardiomyocytes
22671	(1) Ventricular cardiomyocytes
22672	(8) Fibroblast-like (outflow tract & valve related)
22674	(12) Cardiomyocytes
22675	(12) Cardiomyocytes
22677	(7) Artrial cardiomyocytes
22678	(12) Cardiomyocytes
22681	(12) Cardiomyocytes
22682	(1) Ventricular cardiomyocytes
22683	(12) Cardiomyocytes
22684	(1) Ventricular cardiomyocytes
22685	(10) Endothelium/ pericytes/ adventia
22686	(0) Capillary endothelium
22687	(12) Cardiomyocytes
22688	(0) Capillary endothelium
22689	(0) Capillary endothelium
22690	(7) Artrial cardiomyocytes
22691	(12) Cardiomyocytes
22692	(0) Capillary endothelium
22693	(12) Cardiomyocytes
22694	(12) Cardiomyocytes
22696	(10) Endothelium/ pericytes/ adventia
22698	(12) Cardiomyocytes
22699	(1) Ventricular cardiomyocytes
22700	(0) Capillary endothelium
22701	(1) Ventricular cardiomyocytes
22702	(12) Cardiomyocytes
22703	(12) Cardiomyocytes
22707	(10) Endothelium/ pericytes/ adventia
22708	(12) Cardiomyocytes
22709	(7) Artrial cardiomyocytes
22710	(12) Cardiomyocytes
22712	(12) Cardiomyocytes
22713	(7) Artrial cardiomyocytes
22715	(10) Endothelium/ pericytes/ adventia
22716	(0) Capillary endothelium
22718	(1) Ventricular cardiomyocytes
22720	(12) Cardiomyocytes
22721	(8) Fibroblast-like (outflow tract & valve related)
22722	(12) Cardiomyocytes
22723	(10) Endothelium/ pericytes/ adventia
22724	(12) Cardiomyocytes
22725	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22728	(12) Cardiomyocytes
22730	(7) Artrial cardiomyocytes
22731	(7) Artrial cardiomyocytes
22732	(12) Cardiomyocytes
22733	(7) Artrial cardiomyocytes
22734	(0) Capillary endothelium
22735	(7) Artrial cardiomyocytes
22736	(12) Cardiomyocytes
22737	(12) Cardiomyocytes
22738	(8) Fibroblast-like (outflow tract & valve related)
22744	(12) Cardiomyocytes
22745	(12) Cardiomyocytes
22747	(12) Cardiomyocytes
22750	(0) Capillary endothelium
22751	(7) Artrial cardiomyocytes
22752	(12) Cardiomyocytes
22756	(0) Capillary endothelium
22757	(12) Cardiomyocytes
22758	(0) Capillary endothelium
22759	(12) Cardiomyocytes
22760	(12) Cardiomyocytes
22761	(7) Artrial cardiomyocytes
22762	(12) Cardiomyocytes
22763	(10) Endothelium/ pericytes/ adventia
22764	(12) Cardiomyocytes
22767	(12) Cardiomyocytes
22768	(1) Ventricular cardiomyocytes
22771	(7) Artrial cardiomyocytes
22772	(12) Cardiomyocytes
22774	(7) Artrial cardiomyocytes
22775	(12) Cardiomyocytes
22777	(7) Artrial cardiomyocytes
22780	(12) Cardiomyocytes
22781	(12) Cardiomyocytes
22784	(12) Cardiomyocytes
22786	(12) Cardiomyocytes
22787	(10) Endothelium/ pericytes/ adventia
22789	(12) Cardiomyocytes
22790	(10) Endothelium/ pericytes/ adventia
22792	(12) Cardiomyocytes
22794	(12) Cardiomyocytes
22795	(12) Cardiomyocytes
22796	(12) Cardiomyocytes
22798	(8) Fibroblast-like (outflow tract & valve related)
22799	(12) Cardiomyocytes
22800	(12) Cardiomyocytes
22801	(8) Fibroblast-like (outflow tract & valve related)
22803	(0) Capillary endothelium
22805	(1) Ventricular cardiomyocytes
22806	(12) Cardiomyocytes
22807	(12) Cardiomyocytes
22808	(12) Cardiomyocytes
22809	(12) Cardiomyocytes
22811	(10) Endothelium/ pericytes/ adventia
22814	(1) Ventricular cardiomyocytes
22817	(7) Artrial cardiomyocytes
22819	(12) Cardiomyocytes
22820	(12) Cardiomyocytes
22821	(12) Cardiomyocytes
22822	(12) Cardiomyocytes
22824	(12) Cardiomyocytes
22828	(12) Cardiomyocytes
22829	(0) Capillary endothelium
22830	(12) Cardiomyocytes
22831	(10) Endothelium/ pericytes/ adventia
22833	(12) Cardiomyocytes
22834	(12) Cardiomyocytes
22835	(12) Cardiomyocytes
22836	(7) Artrial cardiomyocytes
22837	(8) Fibroblast-like (outflow tract & valve related)
22838	(1) Ventricular cardiomyocytes
22839	(12) Cardiomyocytes
22840	(12) Cardiomyocytes
22841	(12) Cardiomyocytes
22843	(12) Cardiomyocytes
22844	(12) Cardiomyocytes
22845	(12) Cardiomyocytes
22846	(12) Cardiomyocytes
22847	(12) Cardiomyocytes
22848	(12) Cardiomyocytes
22850	(12) Cardiomyocytes
22851	(8) Fibroblast-like (outflow tract & valve related)
22852	(12) Cardiomyocytes
22853	(12) Cardiomyocytes
22854	(7) Artrial cardiomyocytes
22855	(12) Cardiomyocytes
22856	(7) Artrial cardiomyocytes
22858	(12) Cardiomyocytes
22859	(7) Artrial cardiomyocytes
22860	(1) Ventricular cardiomyocytes
22862	(12) Cardiomyocytes
22863	(12) Cardiomyocytes
22864	(1) Ventricular cardiomyocytes
22865	(12) Cardiomyocytes
22866	(1) Ventricular cardiomyocytes
22867	(12) Cardiomyocytes
22868	(1) Ventricular cardiomyocytes
22869	(12) Cardiomyocytes
22870	(12) Cardiomyocytes
22871	(12) Cardiomyocytes
22872	(12) Cardiomyocytes
22873	(10) Endothelium/ pericytes/ adventia
22874	(1) Ventricular cardiomyocytes
22876	(12) Cardiomyocytes
22877	(1) Ventricular cardiomyocytes
22878	(7) Artrial cardiomyocytes
22879	(7) Artrial cardiomyocytes
22880	(2) Fribroblast-like (AV mesenchyme related)
22881	(7) Artrial cardiomyocytes
22882	(12) Cardiomyocytes
22883	(7) Artrial cardiomyocytes
22884	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22885	(7) Artrial cardiomyocytes
22886	(8) Fibroblast-like (outflow tract & valve related)
22887	(12) Cardiomyocytes
22888	(8) Fibroblast-like (outflow tract & valve related)
22889	(12) Cardiomyocytes
22890	(1) Ventricular cardiomyocytes
22891	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22892	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22893	(1) Ventricular cardiomyocytes
22894	(1) Ventricular cardiomyocytes
22895	(1) Ventricular cardiomyocytes
22896	(8) Fibroblast-like (outflow tract & valve related)
22897	(12) Cardiomyocytes
22899	(12) Cardiomyocytes
22900	(1) Ventricular cardiomyocytes
22901	(7) Artrial cardiomyocytes
22902	(12) Cardiomyocytes
22903	(1) Ventricular cardiomyocytes
22904	(12) Cardiomyocytes
22905	(1) Ventricular cardiomyocytes
22906	(12) Cardiomyocytes
22907	(1) Ventricular cardiomyocytes
22908	(12) Cardiomyocytes
22909	(2) Fribroblast-like (AV mesenchyme related)
22910	(1) Ventricular cardiomyocytes
22911	(12) Cardiomyocytes
22912	(12) Cardiomyocytes
22913	(12) Cardiomyocytes
22914	(1) Ventricular cardiomyocytes
22915	(1) Ventricular cardiomyocytes
22916	(7) Artrial cardiomyocytes
22917	(10) Endothelium/ pericytes/ adventia
22918	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22919	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22920	(12) Cardiomyocytes
22921	(8) Fibroblast-like (outflow tract & valve related)
22922	(12) Cardiomyocytes
22923	(12) Cardiomyocytes
22924	(1) Ventricular cardiomyocytes
22925	(12) Cardiomyocytes
22926	(12) Cardiomyocytes
22927	(10) Endothelium/ pericytes/ adventia
22928	(3) Subepicardial cells
22929	(1) Ventricular cardiomyocytes
22931	(1) Ventricular cardiomyocytes
22932	(12) Cardiomyocytes
22933	(2) Fribroblast-like (AV mesenchyme related)
22934	(12) Cardiomyocytes
22935	(7) Artrial cardiomyocytes
22936	(7) Artrial cardiomyocytes
22937	(8) Fibroblast-like (outflow tract & valve related)
22938	(12) Cardiomyocytes
22939	(10) Endothelium/ pericytes/ adventia
22940	(1) Ventricular cardiomyocytes
22941	(7) Artrial cardiomyocytes
22942	(12) Cardiomyocytes
22943	(12) Cardiomyocytes
22944	(10) Endothelium/ pericytes/ adventia
22945	(1) Ventricular cardiomyocytes
22946	(8) Fibroblast-like (outflow tract & valve related)
22947	(1) Ventricular cardiomyocytes
22948	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22950	(12) Cardiomyocytes
22951	(1) Ventricular cardiomyocytes
22953	(1) Ventricular cardiomyocytes
22955	(7) Artrial cardiomyocytes
22956	(12) Cardiomyocytes
22957	(8) Fibroblast-like (outflow tract & valve related)
22958	(12) Cardiomyocytes
22959	(10) Endothelium/ pericytes/ adventia
22960	(1) Ventricular cardiomyocytes
22961	(12) Cardiomyocytes
22962	(12) Cardiomyocytes
22963	(1) Ventricular cardiomyocytes
22964	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22965	(12) Cardiomyocytes
22966	(1) Ventricular cardiomyocytes
22967	(12) Cardiomyocytes
22968	(12) Cardiomyocytes
22969	(12) Cardiomyocytes
22970	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22971	(1) Ventricular cardiomyocytes
22972	(10) Endothelium/ pericytes/ adventia
22973	(12) Cardiomyocytes
22975	(12) Cardiomyocytes
22976	(1) Ventricular cardiomyocytes
22977	(1) Ventricular cardiomyocytes
22979	(12) Cardiomyocytes
22980	(12) Cardiomyocytes
22981	(7) Artrial cardiomyocytes
22982	(0) Capillary endothelium
22983	(8) Fibroblast-like (outflow tract & valve related)
22984	(12) Cardiomyocytes
22986	(12) Cardiomyocytes
22987	(0) Capillary endothelium
22988	(8) Fibroblast-like (outflow tract & valve related)
22989	(12) Cardiomyocytes
22990	(12) Cardiomyocytes
22991	(8) Fibroblast-like (outflow tract & valve related)
22992	(12) Cardiomyocytes
22993	(1) Ventricular cardiomyocytes
22994	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22995	(12) Cardiomyocytes
22996	(10) Endothelium/ pericytes/ adventia
22997	(12) Cardiomyocytes
22998	(4) Fribroblast-like (coronary & mediastinal vasculature related)
22999	(12) Cardiomyocytes
23000	(12) Cardiomyocytes
23001	(0) Capillary endothelium
23002	(12) Cardiomyocytes
23003	(12) Cardiomyocytes
23004	(1) Ventricular cardiomyocytes
23005	(1) Ventricular cardiomyocytes
23006	(12) Cardiomyocytes
23008	(8) Fibroblast-like (outflow tract & valve related)
23009	(7) Artrial cardiomyocytes
23010	(12) Cardiomyocytes
23011	(12) Cardiomyocytes
23012	(8) Fibroblast-like (outflow tract & valve related)
23013	(4) Fribroblast-like (coronary & mediastinal vasculature related)
23014	(12) Cardiomyocytes
23015	(12) Cardiomyocytes
23016	(12) Cardiomyocytes
23017	(12) Cardiomyocytes
23019	(12) Cardiomyocytes
23020	(12) Cardiomyocytes
23021	(1) Ventricular cardiomyocytes
23022	(7) Artrial cardiomyocytes
23023	(12) Cardiomyocytes
23024	(12) Cardiomyocytes
23025	(10) Endothelium/ pericytes/ adventia
23026	(12) Cardiomyocytes
23027	(8) Fibroblast-like (outflow tract & valve related)
23028	(7) Artrial cardiomyocytes
23029	(1) Ventricular cardiomyocytes
23030	(12) Cardiomyocytes
23032	(12) Cardiomyocytes
23033	(8) Fibroblast-like (outflow tract & valve related)
23034	(8) Fibroblast-like (outflow tract & valve related)
23035	(10) Endothelium/ pericytes/ adventia
23036	(12) Cardiomyocytes
23037	(1) Ventricular cardiomyocytes
23038	(8) Fibroblast-like (outflow tract & valve related)
23039	(1) Ventricular cardiomyocytes
23040	(1) Ventricular cardiomyocytes
23041	(12) Cardiomyocytes
23043	(10) Endothelium/ pericytes/ adventia
23044	(10) Endothelium/ pericytes/ adventia
23046	(7) Artrial cardiomyocytes
23047	(1) Ventricular cardiomyocytes
23048	(10) Endothelium/ pericytes/ adventia
23049	(12) Cardiomyocytes
23050	(12) Cardiomyocytes
23052	(4) Fribroblast-like (coronary & mediastinal vasculature related)
23053	(12) Cardiomyocytes
23054	(8) Fibroblast-like (outflow tract & valve related)
23055	(1) Ventricular cardiomyocytes
23056	(1) Ventricular cardiomyocytes
23057	(1) Ventricular cardiomyocytes
23058	(1) Ventricular cardiomyocytes
23059	(12) Cardiomyocytes
23060	(10) Endothelium/ pericytes/ adventia
23061	(12) Cardiomyocytes
23062	(1) Ventricular cardiomyocytes
23063	(12) Cardiomyocytes
23064	(12) Cardiomyocytes
23065	(8) Fibroblast-like (outflow tract & valve related)
23066	(7) Artrial cardiomyocytes
23067	(12) Cardiomyocytes
23069	(12) Cardiomyocytes
23072	(1) Ventricular cardiomyocytes
23073	(12) Cardiomyocytes
23074	(8) Fibroblast-like (outflow tract & valve related)
23075	(12) Cardiomyocytes
23076	(12) Cardiomyocytes
23077	(1) Ventricular cardiomyocytes
23078	(10) Endothelium/ pericytes/ adventia
23079	(12) Cardiomyocytes
23080	(1) Ventricular cardiomyocytes
23081	(12) Cardiomyocytes
23082	(8) Fibroblast-like (outflow tract & valve related)
23083	(12) Cardiomyocytes
23084	(12) Cardiomyocytes
23085	(1) Ventricular cardiomyocytes
23086	(1) Ventricular cardiomyocytes
23087	(1) Ventricular cardiomyocytes
23088	(1) Ventricular cardiomyocytes
23089	(12) Cardiomyocytes
23090	(12) Cardiomyocytes
23092	(12) Cardiomyocytes
23094	(12) Cardiomyocytes
23095	(12) Cardiomyocytes
23096	(1) Ventricular cardiomyocytes
23098	(12) Cardiomyocytes
23099	(8) Fibroblast-like (outflow tract & valve related)
23100	(1) Ventricular cardiomyocytes
23102	(12) Cardiomyocytes
23103	(8) Fibroblast-like (outflow tract & valve related)
23104	(8) Fibroblast-like (outflow tract & valve related)
23105	(12) Cardiomyocytes
23106	(8) Fibroblast-like (outflow tract & valve related)
23107	(12) Cardiomyocytes
23108	(12) Cardiomyocytes
23109	(1) Ventricular cardiomyocytes
23110	(4) Fribroblast-like (coronary & mediastinal vasculature related)
23111	(12) Cardiomyocytes
23112	(1) Ventricular cardiomyocytes
23113	(2) Fribroblast-like (AV mesenchyme related)
23114	(2) Fribroblast-like (AV mesenchyme related)
23115	(12) Cardiomyocytes
23116	(1) Ventricular cardiomyocytes
23117	(12) Cardiomyocytes
23118	(1) Ventricular cardiomyocytes
23119	(7) Artrial cardiomyocytes
23120	(1) Ventricular cardiomyocytes
23121	(12) Cardiomyocytes
23122	(12) Cardiomyocytes
23123	(1) Ventricular cardiomyocytes
23124	(1) Ventricular cardiomyocytes
23127	(1) Ventricular cardiomyocytes
23129	(1) Ventricular cardiomyocytes
23130	(12) Cardiomyocytes
23131	(12) Cardiomyocytes
23132	(1) Ventricular cardiomyocytes
23133	(8) Fibroblast-like (outflow tract & valve related)
23134	(1) Ventricular cardiomyocytes
23135	(12) Cardiomyocytes
23136	(1) Ventricular cardiomyocytes
23137	(7) Artrial cardiomyocytes
23138	(4) Fribroblast-like (coronary & mediastinal vasculature related)
23139	(10) Endothelium/ pericytes/ adventia
23140	(7) Artrial cardiomyocytes
23141	(10) Endothelium/ pericytes/ adventia
23142	(12) Cardiomyocytes
23143	(12) Cardiomyocytes
23144	(1) Ventricular cardiomyocytes
23145	(1) Ventricular cardiomyocytes
23146	(12) Cardiomyocytes
23147	(1) Ventricular cardiomyocytes
23148	(1) Ventricular cardiomyocytes
23149	(1) Ventricular cardiomyocytes
23150	(7) Artrial cardiomyocytes
23151	(12) Cardiomyocytes
23152	(1) Ventricular cardiomyocytes
23153	(1) Ventricular cardiomyocytes
23154	(1) Ventricular cardiomyocytes
23155	(7) Artrial cardiomyocytes
23156	(7) Artrial cardiomyocytes
23157	(1) Ventricular cardiomyocytes
23158	(4) Fribroblast-like (coronary & mediastinal vasculature related)
23159	(1) Ventricular cardiomyocytes
23161	(10) Endothelium/ pericytes/ adventia
23162	(12) Cardiomyocytes
23163	(7) Artrial cardiomyocytes
23164	(10) Endothelium/ pericytes/ adventia
23165	(8) Fibroblast-like (outflow tract & valve related)
23166	(7) Artrial cardiomyocytes
23167	(4) Fribroblast-like (coronary & mediastinal vasculature related)
23168	(7) Artrial cardiomyocytes
23169	(12) Cardiomyocytes
23170	(8) Fibroblast-like (outflow tract & valve related)
23171	(12) Cardiomyocytes
23172	(12) Cardiomyocytes
23173	(1) Ventricular cardiomyocytes
23174	(12) Cardiomyocytes
23175	(1) Ventricular cardiomyocytes
23176	(1) Ventricular cardiomyocytes
23177	(12) Cardiomyocytes
23178	(8) Fibroblast-like (outflow tract & valve related)
23179	(7) Artrial cardiomyocytes
23180	(10) Endothelium/ pericytes/ adventia
23181	(10) Endothelium/ pericytes/ adventia
23182	(8) Fibroblast-like (outflow tract & valve related)
23183	(1) Ventricular cardiomyocytes
23185	(8) Fibroblast-like (outflow tract & valve related)
23186	(12) Cardiomyocytes
23187	(7) Artrial cardiomyocytes
23189	(12) Cardiomyocytes
23190	(7) Artrial cardiomyocytes
23191	(7) Artrial cardiomyocytes
23192	(12) Cardiomyocytes
23193	(1) Ventricular cardiomyocytes
23195	(4) Fribroblast-like (coronary & mediastinal vasculature related)
23196	(12) Cardiomyocytes
23197	(1) Ventricular cardiomyocytes
23198	(12) Cardiomyocytes
23199	(1) Ventricular cardiomyocytes
23200	(10) Endothelium/ pericytes/ adventia
23201	(1) Ventricular cardiomyocytes
23202	(12) Cardiomyocytes
23203	(12) Cardiomyocytes
23204	(10) Endothelium/ pericytes/ adventia
23205	(8) Fibroblast-like (outflow tract & valve related)
23206	(12) Cardiomyocytes
23207	(10) Endothelium/ pericytes/ adventia
23208	(8) Fibroblast-like (outflow tract & valve related)
23209	(7) Artrial cardiomyocytes
23210	(12) Cardiomyocytes
23212	(8) Fibroblast-like (outflow tract & valve related)
23213	(1) Ventricular cardiomyocytes
23214	(12) Cardiomyocytes
23216	(1) Ventricular cardiomyocytes
